esco_oc_key|preflabel_en|ox_max_prob|ox_avg_prob|ox_label|isco_oc_key_l4|isco_preflabel_l4|isco_oc_key_l3|isco_preflabel_l3|isco_oc_key_l2|isco_preflabel_l2|isco_oc_key_l1|isco_preflabel_l1|oc_key_jv|all_jv|at_jv|be_jv|bg_jv|ch_jv|cy_jv|cz_jv|de_jv|dk_jv|ee_jv|el_jv|es_jv|fi_jv|fr_jv|hr_jv|hu_jv|ie_jv|is_jv|it_jv|li_jv|lt_jv|lu_jv|lv_jv|mt_jv|nl_jv|no_jv|pl_jv|pt_jv|ro_jv|se_jv|si_jv|sk_jv|uk_jv|oc_key_cvdes|all_cvdes|at_cvdes|be_cvdes|bg_cvdes|ch_cvdes|cy_cvdes|cz_cvdes|de_cvdes|dk_cvdes|ee_cvdes|el_cvdes|es_cvdes|fi_cvdes|fr_cvdes|hr_cvdes|hu_cvdes|ie_cvdes|is_cvdes|it_cvdes|li_cvdes|lt_cvdes|lu_cvdes|lv_cvdes|mt_cvdes|nl_cvdes|no_cvdes|pl_cvdes|pt_cvdes|ro_cvdes|se_cvdes|si_cvdes|sk_cvdes|uk_cvdes|oc_key_cvlast|all_cvlast|at_cvlast|be_cvlast|bg_cvlast|ch_cvlast|cy_cvlast|cz_cvlast|de_cvlast|dk_cvlast|ee_cvlast|el_cvlast|es_cvlast|fi_cvlast|fr_cvlast|hr_cvlast|hu_cvlast|ie_cvlast|is_cvlast|it_cvlast|li_cvlast|lt_cvlast|lu_cvlast|lv_cvlast|mt_cvlast|nl_cvlast|no_cvlast|pl_cvlast|pt_cvlast|ro_cvlast|se_cvlast|si_cvlast|sk_cvlast|uk_cvlast
03b2f112-a891-461d-a8d4-effb9dcf2df6|quarry engineer|0.16|0.09||C2146|Mining engineers, metallurgists and related professionals|C214|Engineering professionals (excluding electrotechnology)|C21|Science and engineering professionals|C2|Professionals|03b2f112-a891-461d-a8d4-effb9dcf2df6|4372|49|46|23|7||96|1127||1|4||47|182||13|||16||7||3|1|1593|241|101|16|263|503|32|1||03b2f112-a891-461d-a8d4-effb9dcf2df6|469||3|7||3|3|17||3|22|120|9|39|25|5|2||98||1|1|||2|6|30|28|27|5|3|2|8|03b2f112-a891-461d-a8d4-effb9dcf2df6|220||3|5|1|2|1|12|||8|50|3|15|10|5|2||39||||2||1|1|11|22|15|3|1|1|7
03b55cb5-9735-4582-8e20-2b1cb76635cb|audiology equipment shop manager|0.16|0.16||C1420|Retail and wholesale trade managers|C142|Retail and wholesale trade managers|C14|Hospitality, retail and other services managers|C1|Managers||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
03b9d7c4-9590-4e0d-97a7-470254e165d4|hardware and paint specialised seller|0.98|0.95||C5223|Shop sales assistants|C522|Shop salespersons|C52|Sales workers|C5|Service and sales workers||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
03d79393-7b30-4159-945b-01963eddd302|primary school teacher|0.17|0.09||C2341|Primary school teachers|C234|Primary school and early childhood teachers|C23|Teaching professionals|C2|Professionals|03d79393-7b30-4159-945b-01963eddd302|69397|101|9977|2621|147|5|2037|2369|1198|122|16|15|6894|1490|1|488|1|3|31||25|14|209|74|518|8333|2897|107|135|13744|1663|108|14054|03d79393-7b30-4159-945b-01963eddd302|1178|7|18|23|2|3|7|19|7|7|72|496|15|22|63|17|8||166||4|2|2|2|4|7|51|49|38|10|27|3|27|03d79393-7b30-4159-945b-01963eddd302|686|3|7|18|2|6|6|12|5|5|43|237|12|17|63|13|8|1|63||1||3|1|5|4|21|52|30|6|18|3|21
03e02554-15d1-4697-960c-8909e7d36f7e|tram driver|0.89|0.61|1|C8331|Bus and tram drivers|C833|Heavy truck and bus drivers|C83|Drivers and mobile plant operators|C8|Plant and machine operators and assemblers|03e02554-15d1-4697-960c-8909e7d36f7e|53936|1426|1925|714|41|2|1111|10785|13|108|97|36|619|13359|1|240|226|17|381||84|6|113|58|2741|386|4042|329|1917|649|210||12300|03e02554-15d1-4697-960c-8909e7d36f7e|535||5|21|3|2|10|21|1|6|41|148|5|13|41|11|3|4|69||10||3|2|2|2|41|24|21|7|3|1|15|03e02554-15d1-4697-960c-8909e7d36f7e|286||1|9|1||7|12|1|2|18|65|5|9|26|11|1|1|38||5||||1|3|26|15|14|2|3|1|9
040f62f5-d570-4d3f-b732-c8ea4afc2738|container equipment assembly supervisor|0.016|0.02||C3122|Manufacturing supervisors|C312|Mining, manufacturing and construction supervisors|C31|Science and engineering associate professionals|C3|Technicians and associate professionals||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
040fcfa5-24be-43eb-afd5-828297175b16|warehouse operators for clothing|0.98|0.86||C4321|Stock clerks|C432|Material-recording and transport clerks|C43|Numerical and material recording clerks|C4|Clerical support workers||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
044d78cc-f62f-4532-83a5-8e04f2889652|administrative assistant|0.86|0.68||C3343|Administrative and executive secretaries|C334|Administrative and specialised secretaries|C33|Business and administration associate professionals|C3|Technicians and associate professionals|044d78cc-f62f-4532-83a5-8e04f2889652|137331|10318|44778|95|129|3|4321|35224|10||1|12|1831|28260||237|17||6|4||156|55|106|1703|223|2781|1266|2196|3097|466|27|9|044d78cc-f62f-4532-83a5-8e04f2889652|4926|44|234|84|36|23|71|174|35|19|188|643|96|392|216|161|45|2|1276||35|37|23|17|102|39|125|275|150|84|67|23|210|044d78cc-f62f-4532-83a5-8e04f2889652|3286|33|167|51|22|23|46|111|16|3|119|553|48|269|157|95|21||830||16|17|7|11|68|13|69|187|101|35|41|17|140
0458929a-f6c9-40ed-8ce3-caa9f03a6b5b|coffee grinder|0.93|0.82||C8160|Food and related products machine operators|C816|Food and related products machine operators|C81|Stationary plant and machine operators|C8|Plant and machine operators and assemblers|0458929a-f6c9-40ed-8ce3-caa9f03a6b5b|71416|996|135|107|50|2|1153|6116|2|1|||1574|16028||313|21|||||10|105|15|5619|328|2795|259|911|679|33||34164|0458929a-f6c9-40ed-8ce3-caa9f03a6b5b|741|2|4|23|2||16|27|1|2|23|108|7|9|37|17|2|2|234||8||2|1|7|6|35|27|95|3|16|8|17|0458929a-f6c9-40ed-8ce3-caa9f03a6b5b|344|2|1|9|||3|10||1|9|50|4|9|14|9|3|2|127||3||2||6|2|21|17|22|3|2|2|11
045f05f2-4ff8-46b2-9d08-e12a81657498|medical administrative assistant|0.89|0.85|1|C3344|Medical secretaries|C334|Administrative and specialised secretaries|C33|Business and administration associate professionals|C3|Technicians and associate professionals|045f05f2-4ff8-46b2-9d08-e12a81657498|51234|1848|143|1|111||53|9140|2||||317|8164||18||||||30|12||47|4|155|55|256|6270|||24608|045f05f2-4ff8-46b2-9d08-e12a81657498|200||8||3|||5|1||12|8|4|19|5|1|||99|||1||2|2|1|7|12|7|1|||2|045f05f2-4ff8-46b2-9d08-e12a81657498|69||1|||||2|1||2|4|1|11||1|1||20||||||3|1|6|4|5||1|1|4
0464b062-cea6-4164-b10d-956c61956ae7|ICT security administrator||||C2529|Database and network professionals not elsewhere classified|C252|Database and network professionals|C25|Information and communications technology professionals|C2|Professionals|0464b062-cea6-4164-b10d-956c61956ae7|3145|357|612|17|4||46|589|1|||7|65|21||12|1||1|||40|44|29|335|125|128|14|6|655|32|3|1|0464b062-cea6-4164-b10d-956c61956ae7|356|3|14|18|||6|17|1|5|18|42|7|15|23|15|2|1|90|||2|1|2|5|2|13|12|17|5|6|2|12|0464b062-cea6-4164-b10d-956c61956ae7|99||5|6|||1|3|1||4|9|1|7|7|2|2||26||2|1|||||1|4|10|1|3||3
046574a1-9bb3-4a80-8a7b-83dc7db1dae2|bricklaying supervisor|0.17|0.17||C3123|Construction supervisors|C312|Mining, manufacturing and construction supervisors|C31|Science and engineering associate professionals|C3|Technicians and associate professionals||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
0477b9b0-8d2d-4eec-aaad-bac11092e98b|slate mixer|0.97|0.88||C8114|Cement, stone and other mineral products machine operators|C811|Mining and mineral processing plant operators|C81|Stationary plant and machine operators|C8|Plant and machine operators and assemblers|0477b9b0-8d2d-4eec-aaad-bac11092e98b|8513|123|283|96|75|3|153|2039|5|31|17||791|2338||51|||49||7|6|20|2|61|104|1009|102|118|264|26|739|1|0477b9b0-8d2d-4eec-aaad-bac11092e98b|86||1|1|1||2|2||1|2|14||3|6|1|||16||||2||2|1|8|1|15|1|5|1||0477b9b0-8d2d-4eec-aaad-bac11092e98b|35||1|1||||1|||3|2||1|5||||6||||1|||||2|8|1|1||2
04849c5c-9236-4a75-aabb-11c6d03e459c|marine engineering technician|0.81|0.48||C3115|Mechanical engineering technicians|C311|Physical and engineering science technicians|C31|Science and engineering associate professionals|C3|Technicians and associate professionals||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
04b52c04-0620-4558-8f89-e252de2963ff|auction house manager|0.57|0.30|1|C3339|Business services agents not elsewhere classified|C333|Business services agents|C33|Business and administration associate professionals|C3|Technicians and associate professionals|04b52c04-0620-4558-8f89-e252de2963ff|78690|12|101|101|14|61|5155|4437|248|133|32|21|609|3542|1|642|26||17||172|1|183|1|1312|42|733|87|2285|3883|61|1|54777|04b52c04-0620-4558-8f89-e252de2963ff|1533|24|56|42|9|9|28|123|9|7|54|269|67|94|57|55|15|1|213||33|1|10|4|53|16|38|45|94|26|17|6|58|04b52c04-0620-4558-8f89-e252de2963ff|660|14|23|12|5|1|14|54|4||20|104|14|46|29|22|9|1|95||15|2|4|4|24|1|16|22|61|13|7|3|21
04ba4d6c-957d-417f-bf63-5b9e015a9f86|software analyst|0.13|0.09||C2512|Software developers|C251|Software and applications developers and analysts|C25|Information and communications technology professionals|C2|Professionals|04ba4d6c-957d-417f-bf63-5b9e015a9f86|447955|6969|222|8|957|43|643|40687|588|5|4|97|3461|25||117|54||13|3||36|240|224|1694|240|718|223|2423|4675|95||383491|04ba4d6c-957d-417f-bf63-5b9e015a9f86|1960|17|42|49|11|10|22|115|10|15|94|407|56|64|97|45|17|1|432||18|5|10|5|27|26|43|100|71|52|23|6|70|04ba4d6c-957d-417f-bf63-5b9e015a9f86|1416|15|23|40|12|5|19|88|8|11|44|276|38|55|62|28|17|1|332||6|3|11|6|24|13|23|82|52|46|17|6|53
04f39bfa-bc03-4480-98bc-b18ce4fe4b4b|accounting manager|0.069|0.07||C1211|Finance managers|C121|Business services and administration managers|C12|Administrative and commercial managers|C1|Managers||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
0552ff45-b282-455c-b431-fb05a0e00801|foundry manager|0.03|0.03||C1321|Manufacturing managers|C132|Manufacturing, mining, construction, and distribution managers|C13|Production and specialised services managers|C1|Managers||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
056bef79-c125-47ab-b6b9-8eed05c9458c|telecommunications technician|0.93|0.58||C7422|Information and communications technology installers and servicers|C742|Electronics and telecommunications installers and repairers|C74|Electrical and electronic trades workers|C7|Craft and related trades workers|056bef79-c125-47ab-b6b9-8eed05c9458c|77475|963|49|31|342|1|282|24421|15|25|2|1|413|2||148|||11|2|3|11|3|5|4759|336|2064|207|997|4456|76||37850|056bef79-c125-47ab-b6b9-8eed05c9458c|918|11|14|38|5|8|10|44|1|3|58|109|9|21|136|26|7|2|186||6|2|5|2|5|6|44|29|78|13|13|6|21|056bef79-c125-47ab-b6b9-8eed05c9458c|361|3|2|21|2|3|3|18|2|2|18|61|7|8|46|10|2|1|52||3|2|1||6|3|21|22|32||2|1|7
056f1849-7ff8-4d6f-9b8a-176a610bba44|promotions demonstrator|0.51|0.51||C5242|Sales demonstrators|C524|Other sales workers|C52|Sales workers|C5|Service and sales workers|056f1849-7ff8-4d6f-9b8a-176a610bba44|28384||9354|8|3|1|34|991|15||6|47|1523|3283||15|21|||||14|5|75|82|152|13|44|1|12678|16|1|2|056f1849-7ff8-4d6f-9b8a-176a610bba44|27|1||1||||||1||5||3|1||||4||1||||1|||1|1|3|2||2|056f1849-7ff8-4d6f-9b8a-176a610bba44|20|||||||1|||1|6||1|2||1||3||||||1||1|2|||1||
0599d0e7-398f-464b-97bb-427686f27d50|maritime instructor|0.26|0.13||C2320|Vocational education teachers|C232|Vocational education teachers|C23|Teaching professionals|C2|Professionals||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
05a06850-d465-481e-9d68-792d4ad1da3e|foreign exchange trader|0.075|0.05||C3311|Securities and finance dealers and brokers|C331|Financial and mathematical associate professionals|C33|Business and administration associate professionals|C3|Technicians and associate professionals||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
05a55bb3-68d6-4ff0-83fd-46a68a45a598|aerospace engineering technician|0.81|0.48||C3115|Mechanical engineering technicians|C311|Physical and engineering science technicians|C31|Science and engineering associate professionals|C3|Technicians and associate professionals||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
05ae3e87-36ad-428f-a086-8a2ed458db3b|table saw operator|0.86|0.86||C8172|Wood processing plant operators|C817|Wood processing and papermaking plant operators|C81|Stationary plant and machine operators|C8|Plant and machine operators and assemblers||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
05ebeb56-6ceb-488d-ba91-ed15088efc8e|bridge construction supervisor|0.17|0.17||C3123|Construction supervisors|C312|Mining, manufacturing and construction supervisors|C31|Science and engineering associate professionals|C3|Technicians and associate professionals||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
05f321f8-055b-407d-bf19-e0ddabda56b7|bricklayer|0.82|0.82||C7112|Bricklayers and related workers|C711|Building frame and related trades workers|C71|Building and related trades workers, excluding electricians|C7|Craft and related trades workers|05f321f8-055b-407d-bf19-e0ddabda56b7|102048|5612|492|50|1222|2|4419|20837|101|||32|430|26726|6|1612|28|||4|4|172|110|17|16364|369|13475|2479|4009|1003|1961|19|493|05f321f8-055b-407d-bf19-e0ddabda56b7|330|2|4|3|2||10|11|||3|104||11|7|5|1|1|120||1||||2|1|10|7|19|||1|5|05f321f8-055b-407d-bf19-e0ddabda56b7|315|2|4|1|3||8|11|||1|98|1|14|9|3|1||103||2|1|||2|1|18|9|18||1|1|3
05f6eaeb-b285-46bd-a44a-225bd429e329|meat cutter|0.94|0.85||C7511|Butchers, fishmongers and related food preparers|C751|Food processing and related trades workers|C75|Food processing, wood working, garment and other craft and related trades workers|C7|Craft and related trades workers|05f6eaeb-b285-46bd-a44a-225bd429e329|93812|1751|9909|349|388|15|1427|15479|159|304|294|9|243|50910|1|551|423|7|392|3|142|84|360|59|1288|130|5847|1408|723|257|336|167|397|05f6eaeb-b285-46bd-a44a-225bd429e329|194|||7|||3|5||4|3|25|3|3|23|2||3|39||5||1|||4|27|9|18|3||2|5|05f6eaeb-b285-46bd-a44a-225bd429e329|156||1|9|1||1|5|1|3|2|18|1|8|14|3||2|29||3||2||2|2|19|8|7|4|2|1|8
0611f232-b30e-46c7-9c26-2d59b1448e79|criminologist|0.25|0.11||C2632|Sociologists, anthropologists and related professionals|C263|Social and religious professionals|C26|Legal, social and cultural professionals|C2|Professionals|0611f232-b30e-46c7-9c26-2d59b1448e79|61454|98|63|1|4|9|16|4303|2||92|1|178|152||10|11|1|8|||10|1||9|186|52|20|57|84|16||56070|0611f232-b30e-46c7-9c26-2d59b1448e79|640|4|23|1||2|7|39|6|1|35|164|6|28|21|14|5|4|126||5||2|1|10|1|17|55|18|10|15|1|19|0611f232-b30e-46c7-9c26-2d59b1448e79|247|3|6|2|3|1|1|15|3||14|57|2|13|9|11|||41|||1|||6||2|27|14|5|5||6
061f56c6-36eb-4aa7-b5ef-98b7a569da1c|video operator|0.98|0.60||C3521|Broadcasting and audiovisual technicians|C352|Telecommunications and broadcasting technicians|C35|Information and communications technicians|C3|Technicians and associate professionals||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
062d666b-8b5f-4ff2-9047-113831eb3e9f|fish and seafood specialised seller|0.98|0.95||C5223|Shop sales assistants|C522|Shop salespersons|C52|Sales workers|C5|Service and sales workers||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
0633ec3f-91f1-4038-bc29-e0ec4cd7f1e9|oil and gas production manager|0.25|0.25||C1322|Mining managers|C132|Manufacturing, mining, construction, and distribution managers|C13|Production and specialised services managers|C1|Managers||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
06351e17-67c4-44bc-adf7-64b73f92c3b5|metallurgical technician|0.91|0.58||C3117|Mining and metallurgical technicians|C311|Physical and engineering science technicians|C31|Science and engineering associate professionals|C3|Technicians and associate professionals|06351e17-67c4-44bc-adf7-64b73f92c3b5|2759|36|||47||180|1436|||1|1|51|||16|1|1|15||1||1||42|345|124|6|14|397|6|38||06351e17-67c4-44bc-adf7-64b73f92c3b5|166||4|1||3||3|2|1|14|25|1|10|12|4|2||28||3|1|||1|2|10|16|9|6|3||5|06351e17-67c4-44bc-adf7-64b73f92c3b5|62|1|2|1||||2||1|3|7||9|4|1|||9||||||3|2|2|3|8||||4
06461fc3-1274-40a1-9322-dfc2753f5eea|spinning textile technician|0.96|0.96||C8151|Fibre preparing, spinning and winding machine operators|C815|Textile, fur and leather products machine operators|C81|Stationary plant and machine operators|C8|Plant and machine operators and assemblers|06461fc3-1274-40a1-9322-dfc2753f5eea|2472|11|652|23|1||63|359||||1|5|596||201|||||||8||301||132|90|17||12|||06461fc3-1274-40a1-9322-dfc2753f5eea|17|||1|||||||1|2|||1||||5||||||||3|1|3|||||06461fc3-1274-40a1-9322-dfc2753f5eea|11||||||||||1|||1|||||3||||||||||6||||
0663d464-f139-4554-ae87-97aa6c4dad77|resilient floor layer|0.87|0.82||C7122|Floor layers and tile setters|C712|Building finishers and related trades workers|C71|Building and related trades workers, excluding electricians|C7|Craft and related trades workers|0663d464-f139-4554-ae87-97aa6c4dad77|81089|5071|3344|87|3045||560|36103|95|50|17|23|1630|16726|1|758|90|2|75|4|29|173|48|64|4998|414|4195|426|1296|616|674|198|277|0663d464-f139-4554-ae87-97aa6c4dad77|133||1|5|1||3|8|||3|6|1|1|11|5|2||39||2||||||13|3|21|1|2||5|0663d464-f139-4554-ae87-97aa6c4dad77|111|||4|2||3|8|1||4|5||3|5|3|3||40||||1|2|2||7|2|12||3||1
0663da10-e42c-41e8-992c-07d00ac97bea|textile quality technician|0.9|0.34||C3119|Physical and engineering science technicians not elsewhere classified|C311|Physical and engineering science technicians|C31|Science and engineering associate professionals|C3|Technicians and associate professionals||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
066a9d8f-3948-409c-a3cf-ed8ed37cfe22|curing room worker|0.93|0.75||C7516|Tobacco preparers and tobacco products makers|C751|Food processing and related trades workers|C75|Food processing, wood working, garment and other craft and related trades workers|C7|Craft and related trades workers|066a9d8f-3948-409c-a3cf-ed8ed37cfe22|87|||80||||||||||||2|||||||3|1|||||1|||||066a9d8f-3948-409c-a3cf-ed8ed37cfe22|49||1|||||2||||1||||2|||30||||||||2|3|5|1|2|||066a9d8f-3948-409c-a3cf-ed8ed37cfe22|6|||1|||1|||||||1||1|||1|||||||||1|||||
066fe11d-10e4-4fec-bd27-3e78797500b9|enameller|0.92|0.88||C8122|Metal finishing, plating and coating machine operators|C812|Metal processing and finishing plant operators|C81|Stationary plant and machine operators|C8|Plant and machine operators and assemblers|066fe11d-10e4-4fec-bd27-3e78797500b9|22894|219|1770|7|102|1|526|8488|||||152|9877||373||||||22|41|11|158|4|256|150|173|184|51||329|066fe11d-10e4-4fec-bd27-3e78797500b9|19||||||2|2||||2|3||2|1|||1||||||||2||2||2|||066fe11d-10e4-4fec-bd27-3e78797500b9|13|1|||1|1||||||3|1||2|1|||||||||||1|1|||1||
068370e0-9c27-4814-87d0-44fbb3140815|recruitment consultant|0.47|0.24||C2423|Personnel and careers professionals|C242|Administration professionals|C24|Business and administration professionals|C2|Professionals|068370e0-9c27-4814-87d0-44fbb3140815|96638|305|256|18|269|2|312|13128|34|||25|1011|9802|1|29|63||1|1||108|95|8|6861|1029|3085|101|580|12606|129|192|46587|068370e0-9c27-4814-87d0-44fbb3140815|1627|12|59|26|15|10|26|98|9|6|52|236|21|147|55|51|16||434||8|2|7|7|25|14|49|74|60|20|28|7|53|068370e0-9c27-4814-87d0-44fbb3140815|738|5|21|8|5|4|9|50|4|3|14|120|8|101|11|19|7||177||5|4|5|3|18|4|26|29|32|11|6|3|26
068c2787-58ff-468e-bbb6-c4e5dd6ee482|actuarial consultant|0.23|0.15||C2120|Mathematicians, actuaries and statisticians|C212|Mathematicians, actuaries and statisticians|C21|Science and engineering professionals|C2|Professionals|068c2787-58ff-468e-bbb6-c4e5dd6ee482|8696|265|3792|14|92|8|26|2491|36|7|23|1|141|274||15|5||607||62|6|8|2|34|161|33|6|56|502|29|||068c2787-58ff-468e-bbb6-c4e5dd6ee482|383|5|9|5|6|2|2|21|2|3|32|78|6|21|15|6|1||96||2|3||2|8|5|5|19|4|5|2|2|16|068c2787-58ff-468e-bbb6-c4e5dd6ee482|148|2|2|1|3|||9||1|19|23|2|14|2|5|2|1|31|||3||1|3|1|3|7|4|4||1|4
068df7d1-516f-4829-b339-294cb0cf6318|lighting designer|0.61|0.61||C3435|Other artistic and cultural associate professionals|C343|Artistic, cultural and culinary associate professionals|C34|Legal, social, cultural and related associate professionals|C3|Technicians and associate professionals|068df7d1-516f-4829-b339-294cb0cf6318|5451|194|314|3|21|2|50|1977|7|||4|82|1285||72|5||2|||7|33|3|28|1|655|85|210|369|42|||068df7d1-516f-4829-b339-294cb0cf6318|679|7|18|9|5||6|29|3|8|25|158|17|55|27|24|3|1|157||10|2|4|4|5||28|29|14|14|4|1|12|068df7d1-516f-4829-b339-294cb0cf6318|267|1|6|2|1||1|10|1||5|63|7|28|7|9|1|1|83||1||3|2|3|2|3|13|3||4||7
06ac0f53-431e-4bc6-acb8-2f5da041b5d3|dance répétiteur|0.13|0.07||C2653|Dancers and choreographers|C265|Creative and performing artists|C26|Legal, social and cultural professionals|C2|Professionals||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
