esco_oc_key|preflabel_en|ox_max_prob|ox_avg_prob|ox_label|isco_oc_key_l4|isco_preflabel_l4|isco_oc_key_l3|isco_preflabel_l3|isco_oc_key_l2|isco_preflabel_l2|isco_oc_key_l1|isco_preflabel_l1|oc_key_jv|all_jv|at_jv|be_jv|bg_jv|ch_jv|cy_jv|cz_jv|de_jv|dk_jv|ee_jv|el_jv|es_jv|fi_jv|fr_jv|hr_jv|hu_jv|ie_jv|is_jv|it_jv|li_jv|lt_jv|lu_jv|lv_jv|mt_jv|nl_jv|no_jv|pl_jv|pt_jv|ro_jv|se_jv|si_jv|sk_jv|uk_jv|oc_key_cvdes|all_cvdes|at_cvdes|be_cvdes|bg_cvdes|ch_cvdes|cy_cvdes|cz_cvdes|de_cvdes|dk_cvdes|ee_cvdes|el_cvdes|es_cvdes|fi_cvdes|fr_cvdes|hr_cvdes|hu_cvdes|ie_cvdes|is_cvdes|it_cvdes|li_cvdes|lt_cvdes|lu_cvdes|lv_cvdes|mt_cvdes|nl_cvdes|no_cvdes|pl_cvdes|pt_cvdes|ro_cvdes|se_cvdes|si_cvdes|sk_cvdes|uk_cvdes|oc_key_cvlast|all_cvlast|at_cvlast|be_cvlast|bg_cvlast|ch_cvlast|cy_cvlast|cz_cvlast|de_cvlast|dk_cvlast|ee_cvlast|el_cvlast|es_cvlast|fi_cvlast|fr_cvlast|hr_cvlast|hu_cvlast|ie_cvlast|is_cvlast|it_cvlast|li_cvlast|lt_cvlast|lu_cvlast|lv_cvlast|mt_cvlast|nl_cvlast|no_cvlast|pl_cvlast|pt_cvlast|ro_cvlast|se_cvlast|si_cvlast|sk_cvlast|uk_cvlast
49607371-2712-4b0a-8d7c-1b4bc22d9581|wood and construction materials distribution manager|0.59|0.59|0|C1324|Supply, distribution and related managers|C132|Manufacturing, mining, construction, and distribution managers|C13|Production and specialised services managers|C1|Managers||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
49713da4-4e97-4f82-bd1c-16ce7f9179b7|make-up artist|0.95|0.37|0|C5142|Beauticians and related workers|C514|Hairdressers, beauticians and related workers|C51|Personal service workers|C5|Service and sales workers|49713da4-4e97-4f82-bd1c-16ce7f9179b7|48867|6164|468|32|227|4|1477|7746|4|||39|1730|19022||274|41||13|||60|90|86|364|466|4385|976|981|1881|202|287|1848|49713da4-4e97-4f82-bd1c-16ce7f9179b7|318|4|4|14|3|1|3|12||3|18|50|6|13|25|17|2|3|54||6||7|4|1|4|20|10|17|2|11||4|49713da4-4e97-4f82-bd1c-16ce7f9179b7|167|1|3|9|2|1|1|4|||14|24|2|7|12|7|2|1|38||||1||3|2|13|9|3|3|4||1
4975c4cc-a89f-4ea8-82aa-501258dfb2f9|property insurance underwriter|0.99|0.66|1|C3321|Insurance representatives|C332|Sales and purchasing agents and brokers|C33|Business and administration associate professionals|C3|Technicians and associate professionals||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
497a65bf-04e5-48ed-939e-2a68419f8144|oenologist|0.017|0.02||C2145|Chemical engineers|C214|Engineering professionals (excluding electrotechnology)|C21|Science and engineering professionals|C2|Professionals||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
499f80e3-860c-48ef-8286-be929a93e254|sommelier|0.94|0.90|0|C5131|Waiters|C513|Waiters and bartenders|C51|Personal service workers|C5|Service and sales workers||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
49b21ca8-04be-4912-a2f7-0170550e18fa|bindery operator|0.95|0.95||C7323|Print finishing and binding workers|C732|Printing trades workers|C73|Handicraft and printing workers|C7|Craft and related trades workers|49b21ca8-04be-4912-a2f7-0170550e18fa|7211|242|776|17|18||281|3586|2|30|4||99|32||29|5||20|||4|13|50|452||1038|59|363|47|20||24|49b21ca8-04be-4912-a2f7-0170550e18fa|32|||2|||1|1|||1|4|1|1|3|2|1||3||2||||||7||1||1||1|49b21ca8-04be-4912-a2f7-0170550e18fa|27|||3|||1|1|||4|2||1|2||||1||1||||1||7||2|1|||
49c3db8c-c586-42d1-9726-f65d8303c0b1|lexicographer|0.38|0.21||C2643|Translators, interpreters and other linguists|C264|Authors, journalists and linguists|C26|Legal, social and cultural professionals|C2|Professionals|49c3db8c-c586-42d1-9726-f65d8303c0b1|12901|176|2655|50|67|46|176|3396|113|29|60|64|1541|1430||19|445||22||30|55|79|67|106|175|685|49|83|1207|53||23|49c3db8c-c586-42d1-9726-f65d8303c0b1|3083|34|135|48|9|9|32|165|10|21|80|526|38|143|111|56|14|1|1055||14|18|16|5|48|10|103|96|75|39|51|10|111|49c3db8c-c586-42d1-9726-f65d8303c0b1|1083|9|51|29|5|1|15|41|4|9|30|229|8|50|36|19|4|1|288||10|15|7|3|22|2|44|34|35|11|22|7|42
49ca9fe4-4513-4657-b27f-eaad11e6158a|lottery manager|0.25|0.17||C1431|Sports, recreation and cultural centre managers|C143|Other services managers|C14|Hospitality, retail and other services managers|C1|Managers||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
49e28648-4fa8-4b36-ac4d-781c108547bf|freight transport dispatcher|0.96|0.96||C4323|Transport clerks|C432|Material-recording and transport clerks|C43|Numerical and material recording clerks|C4|Clerical support workers|49e28648-4fa8-4b36-ac4d-781c108547bf|81754|1408|10747|24|148||2079|42736|5|1||7|230|10441|2|106|1||1|||60|47|56|2166|187|825|136|957|1548|256||7580|49e28648-4fa8-4b36-ac4d-781c108547bf|1145|17|21|32|11|2|24|72|3|10|38|141|11|65|59|43|3|1|268||12|2|7|6|15|11|79|31|85|17|24|13|22|49e28648-4fa8-4b36-ac4d-781c108547bf|465|9|8|17|6|3|11|32|1|8|11|61|4|26|26|21||1|70||8||3|1|6|7|37|18|46|7|6|3|8
49e4e358-8ba3-4a05-8ef9-abb73156f5f7|chiropractor|0.027|0.01||C2269|Health professionals not elsewhere classified|C226|Other health professionals|C22|Health professionals|C2|Professionals|49e4e358-8ba3-4a05-8ef9-abb73156f5f7|46357|490|1734|2|84||123|15375|15|||5|736|5101||12|3|||||6|35|15|83|11|669|159|174|4981|312||16232|49e4e358-8ba3-4a05-8ef9-abb73156f5f7|103|1|2|1|||2|||1||30|3|2|6|1|||32||1|1|||4|2|1|3|4|1|2||3|49e4e358-8ba3-4a05-8ef9-abb73156f5f7|73||2|1||||3|1||3|19|2|2|7||||16||||||1|1|4|6|2||1||2
49f1e9aa-189b-4417-afaa-373cc4ffeea1|drawing kiln operator|0.97|0.81||C8181|Glass and ceramics plant operators|C818|Other stationary plant and machine operators|C81|Stationary plant and machine operators|C8|Plant and machine operators and assemblers|49f1e9aa-189b-4417-afaa-373cc4ffeea1|14681|6|366|197|7|1|388|870|7|13|4||57|999||47|||||3|5|18|16|47|26|817|121|239|86|7|23|10311|49f1e9aa-189b-4417-afaa-373cc4ffeea1|70||1|2||1||4|||4|16||2|6|1|||9||3||2||1|1|3|2|6|1|4||1|49f1e9aa-189b-4417-afaa-373cc4ffeea1|31|||1||1|1|1|||1|3|||2|1|1||4||||||1||7|1|2|1|2||1
4a1125ee-5728-4b1f-b655-7b8eb2e27660|quick service restaurant team leader|0.96|0.93||C5246|Food service counter attendants|C524|Other sales workers|C52|Sales workers|C5|Service and sales workers|4a1125ee-5728-4b1f-b655-7b8eb2e27660|54128|3009|3560|8|9||731|6874|||||2785|29154||34||||||49|83|76|3029|688|807|2059|100|1038|34||1|4a1125ee-5728-4b1f-b655-7b8eb2e27660|358||4|3|||3|4|1||6|86|12|8|2|6|||177||1||||2|3|3|11|4|14|||8|4a1125ee-5728-4b1f-b655-7b8eb2e27660|119|1||1|||1|1|1|1|4|22|3|2|1||||63|||||||||13|1|2|||2
4a13bafa-a2ac-4864-a278-176ea5969280|technical sales representative in hardware, plumbing and heating equipment|0.25|0.16||C2433|Technical and medical sales professionals (excluding ICT)|C243|Sales, marketing and public relations professionals|C24|Business and administration professionals|C2|Professionals||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
4a1d28b0-eca5-4c0a-a49d-ce974e7d04ce|surface grinding machine operator|0.92|0.88||C8122|Metal finishing, plating and coating machine operators|C812|Metal processing and finishing plant operators|C81|Stationary plant and machine operators|C8|Plant and machine operators and assemblers|4a1d28b0-eca5-4c0a-a49d-ce974e7d04ce|22894|219|1770|7|102|1|526|8488|||||152|9877||373||||||22|41|11|158|4|256|150|173|184|51||329|4a1d28b0-eca5-4c0a-a49d-ce974e7d04ce|19||||||2|2||||2|3||2|1|||1||||||||2||2||2|||4a1d28b0-eca5-4c0a-a49d-ce974e7d04ce|13|1|||1|1||||||3|1||2|1|||||||||||1|1|||1||
4a215d87-8363-4db2-a661-3c0d816b2a70|surface miner|0.96|0.70||C8111|Miners and quarriers|C811|Mining and mineral processing plant operators|C81|Stationary plant and machine operators|C8|Plant and machine operators and assemblers|4a215d87-8363-4db2-a661-3c0d816b2a70|2774|1|26|14|3||175|116|||||96|241||5||||||||2||21|1126|28|393|54|5|360|108|4a215d87-8363-4db2-a661-3c0d816b2a70|100|||4|||2|3|1|1|1|16|4|3|10|2|1||13||||1|1|2|1|18|6|6|1|2|1||4a215d87-8363-4db2-a661-3c0d816b2a70|37||||||1|1||||5|2||4||||4||||||1||12|3|3|||1|
4a246568-007e-46a8-a151-b98082ed6b50|sole and heel operator|0.97|0.97||C8156|Shoemaking and related machine operators|C815|Textile, fur and leather products machine operators|C81|Stationary plant and machine operators|C8|Plant and machine operators and assemblers||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
4a29eab1-5f02-4723-a863-e2d5a0614dfa|healthcare institution manager|0.0073|0.01||C1342|Health services managers|C134|Professional services managers|C13|Production and specialised services managers|C1|Managers|4a29eab1-5f02-4723-a863-e2d5a0614dfa|108256|7|2957|7|268||123|16600|||||104|||13|||1|||1|13||132|2293|27|3|115|3547|137||81908|4a29eab1-5f02-4723-a863-e2d5a0614dfa|45|2|4|2||1||2|2||7|3|1|1|3|1|||9||1|1||2|1|||2||||||4a29eab1-5f02-4723-a863-e2d5a0614dfa|15||2||||||1||1|1||1|1||1||1||||||1||||3||1||1
4a30b421-2fda-42d6-b7e1-1c31753f061d|insulating tube winder|0.98|0.91||C8142|Plastic products machine operators|C814|Rubber, plastic and paper products machine operators|C81|Stationary plant and machine operators|C8|Plant and machine operators and assemblers|4a30b421-2fda-42d6-b7e1-1c31753f061d|35906|1256|32|108|152||1355|19543|6|||1|384|6406||423|5|||1||42|12|44|8|57|4349|302|882|388|147||3|4a30b421-2fda-42d6-b7e1-1c31753f061d|151|2||3|||3|4||||18|1|2|14|6|1||19||||||4|1|35|15|15|1|4||3|4a30b421-2fda-42d6-b7e1-1c31753f061d|108|1|1|2|1||1|5||||14|2|3|11|5||1|13||2||1|||3|16|9|9|2|4||2
4a375b68-88a0-4e5f-99ce-9b01341dfb81|materials engineer|0.07|0.03||C2149|Engineering professionals not elsewhere classified|C214|Engineering professionals (excluding electrotechnology)|C21|Science and engineering professionals|C2|Professionals|4a375b68-88a0-4e5f-99ce-9b01341dfb81|37904|856|857|15|139|2|1060|17092|164|||2|1757|13||354|34||2|3||50|44|5|46|317|1285|154|373|1779|137|1|11363|4a375b68-88a0-4e5f-99ce-9b01341dfb81|798|6|16|3|4|1|6|52|1|2|17|125|24|60|45|26|3||228||2||2|1|15|8|22|41|32|14|26|2|14|4a375b68-88a0-4e5f-99ce-9b01341dfb81|350|1|6|4|1|1|2|34|1|2|12|58|3|36|22|8|1||71||||1||10|4|11|20|24|2|7||8
4a39fddb-17e7-4431-be03-613edab8d1c8|tax compliance officer|0.93|0.93|1|C3352|Government tax and excise officials|C335|Regulatory government associate professionals|C33|Business and administration associate professionals|C3|Technicians and associate professionals|4a39fddb-17e7-4431-be03-613edab8d1c8|4015||15|7|2||37|1137|10||||126|256||3|||||5||11||643|11|45||7|458|9|1|1232|4a39fddb-17e7-4431-be03-613edab8d1c8|110|2|3|3|3|2|4|7|||5|19||1|5|2|1||26||1||3||4|1|5|10|1||||2|4a39fddb-17e7-4431-be03-613edab8d1c8|87||1|4|||2|3|||3|10|||9|1|||30||1|1|1||3||10|4|3|1|||
4a3f40a8-0587-494c-b8d3-7098b8c5992f|army corporal||||C0310|Armed forces occupations, other ranks|C031|Armed forces occupations, other ranks|C03|Armed forces occupations, other ranks|C0|Armed forces occupations|4a3f40a8-0587-494c-b8d3-7098b8c5992f|792||281||||25|13|||||6|||82||||||||||2|1|64||281|37|||4a3f40a8-0587-494c-b8d3-7098b8c5992f|11|||||||||||1|||1||||6||||||||||3|||||4a3f40a8-0587-494c-b8d3-7098b8c5992f|70|||4||||3|||5|11|1|1|5|1|1||19||||1||||3|4|6||||5
4a5b3686-eea4-4ba0-b446-33f7b6a95aed|anatomical pathology technician|0.9|0.69||C3212|Medical and pathology laboratory technicians|C321|Medical and pharmaceutical technicians|C32|Health associate professionals|C3|Technicians and associate professionals||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
4a5ceaae-0f05-4091-bdbf-59f250ce6374|plastic heat treatment equipment operator, plastic heat treatment equipment operator|0.98|0.91||C8142|Plastic products machine operators|C814|Rubber, plastic and paper products machine operators|C81|Stationary plant and machine operators|C8|Plant and machine operators and assemblers|4a5ceaae-0f05-4091-bdbf-59f250ce6374|35906|1256|32|108|152||1355|19543|6|||1|384|6406||423|5|||1||42|12|44|8|57|4349|302|882|388|147||3|4a5ceaae-0f05-4091-bdbf-59f250ce6374|151|2||3|||3|4||||18|1|2|14|6|1||19||||||4|1|35|15|15|1|4||3|4a5ceaae-0f05-4091-bdbf-59f250ce6374|108|1|1|2|1||1|5||||14|2|3|11|5||1|13||2||1|||3|16|9|9|2|4||2
4ac3c3a0-eb56-491f-8d21-1e5539a05b54|horse trainer|0.86|0.46||C5164|Pet groomers and animal care workers|C516|Other personal services workers|C51|Personal service workers|C5|Service and sales workers||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
4ad4024e-d1d3-4dea-b6d1-2c7948111dce|vehicle technician|0.93|0.65||C7231|Motor vehicle mechanics and repairers|C723|Machinery mechanics and repairers|C72|Metal, machinery and related trades workers|C7|Craft and related trades workers|4ad4024e-d1d3-4dea-b6d1-2c7948111dce|296751|8761|29491|153|1384|6|5783|104012|57|||35|4686|76600||1319|113|4|9|5|259|169|346|120|17087|1927|14052|2213|3151|6611|1113|328|16957|4ad4024e-d1d3-4dea-b6d1-2c7948111dce|619|1|7|19|3|5|7|27|1|2|25|140|7|10|51|18|3|3|84||12|1|8|1|3|3|49|26|78|5|10|1|9|4ad4024e-d1d3-4dea-b6d1-2c7948111dce|425|2|2|15||2|8|19||1|9|99|4|8|28|14|2|3|60||5|1|4|1|2||50|15|50|5|7|3|6
4ae3ad16-2d33-406c-8497-c66f7d61b914|second-hand goods specialised seller|0.98|0.95||C5223|Shop sales assistants|C522|Shop salespersons|C52|Sales workers|C5|Service and sales workers||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
4ae470fc-bcf8-4704-abd5-e086ebb1552c|membership manager|0.61|0.32|1|C2431|Advertising and marketing professionals|C243|Sales, marketing and public relations professionals|C24|Business and administration professionals|C2|Professionals|4ae470fc-bcf8-4704-abd5-e086ebb1552c|203055|6160|491|19|240||946|20896|159|1|1|42|8696|13||242|63||10|2|1|8|134|88|5058|982|4884|428|530|5405|259|2|147295|4ae470fc-bcf8-4704-abd5-e086ebb1552c|5242|66|206|84|43|21|65|313|54|19|120|766|112|524|184|141|47|4|1425|1|41|23|25|7|132|38|114|166|148|91|65|18|179|4ae470fc-bcf8-4704-abd5-e086ebb1552c|2562|30|104|48|23|4|24|166|30|8|76|386|40|326|67|62|13|3|615||22|11|9|3|67|13|53|82|99|53|29|10|86
4b05bef2-ded4-4b09-ab94-f4c6a555a775|social worker|0.25|0.04|0|C2635|Social work and counselling professionals|C263|Social and religious professionals|C26|Legal, social and cultural professionals|C2|Professionals|4b05bef2-ded4-4b09-ab94-f4c6a555a775|191345|1247|25744|510|77||1432|83841|380|282|590|13|5254|36199|1|233|237||267||36|86|314|19|562|2763|278|148|424|29856|506|1|45|4b05bef2-ded4-4b09-ab94-f4c6a555a775|1345|17|44|20|9|10|10|64|8|7|59|297|20|60|37|34|7|3|305||13|2|6|4|39|11|35|80|57|16|26|6|39|4b05bef2-ded4-4b09-ab94-f4c6a555a775|630|3|24|13|4|3|10|25|4|5|20|184|10|34|17|16|2|1|125||13|2|4|4|11|5|9|33|16|4|11|3|15
4b1b1c9c-579c-45c8-8a34-db39f544c031|furniture specialised seller|0.98|0.95||C5223|Shop sales assistants|C522|Shop salespersons|C52|Sales workers|C5|Service and sales workers||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
4b214899-ed00-4156-b269-a23df0fb1093|environmental protection manager|0.25|0.25||C1349|Professional services managers not elsewhere classified|C134|Professional services managers|C13|Production and specialised services managers|C1|Managers|4b214899-ed00-4156-b269-a23df0fb1093|24099|4|56|6|5||72|889|3||||105|444||35|||||||41|16|3211|4177|126|6|92|1008|102|405|13296|4b214899-ed00-4156-b269-a23df0fb1093|235|2|9|6||2|3|11||1|12|73|4|6|6|2|1||51||2|3|1|2|3|2|5|8|6|3|4|1|6|4b214899-ed00-4156-b269-a23df0fb1093|95||4|4||1|3|4|1|2|2|15|3|3|2|2|2|1|20||1|||1|4|2|1|7|3|1|1||5
4b3201cb-ffc5-4f61-9fc3-5c0f0038fa5f|ICT business analysis manager|0.015|0.01||C2511|Systems analysts|C251|Software and applications developers and analysts|C25|Information and communications technology professionals|C2|Professionals|4b3201cb-ffc5-4f61-9fc3-5c0f0038fa5f|82690|1815|933|8|304|11|193|35117|1684||1|67|1616|8|3|20|18||3|3||41|39|58|14082|2414|720|37|51|23379|50|6|9|4b3201cb-ffc5-4f61-9fc3-5c0f0038fa5f|1456|16|63|34|11|6|19|91|10|9|60|169|32|78|87|47|21|1|267||22|6|10|8|37|11|58|72|84|34|21|9|63|4b3201cb-ffc5-4f61-9fc3-5c0f0038fa5f|864|11|31|21|4|5|13|40|3|5|18|119|18|46|48|27|17||167||8|4|8|5|11|10|23|46|64|29|16|6|41
4b536ea7-ebac-4f75-8356-94eb639f1ecc|print studio supervisor|0.016|0.02||C3122|Manufacturing supervisors|C312|Mining, manufacturing and construction supervisors|C31|Science and engineering associate professionals|C3|Technicians and associate professionals||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
4b6a55a8-8ec9-4ae2-9f62-ebcea1fa93d0|paper machine operator|0.81|0.74||C8171|Pulp and papermaking plant operators|C817|Wood processing and papermaking plant operators|C81|Stationary plant and machine operators|C8|Plant and machine operators and assemblers|4b6a55a8-8ec9-4ae2-9f62-ebcea1fa93d0|3133|41|76|14|2||165|194|||||45|1052||5|||||||49||591|38|338|5|53|236|3|223|3|4b6a55a8-8ec9-4ae2-9f62-ebcea1fa93d0|116||1|1|||1|3||2|3|7|2|1|5||||54||1|||||1|2|7|13||8|1|3|4b6a55a8-8ec9-4ae2-9f62-ebcea1fa93d0|27|||1||||||||1||3|4|2|1||9|||||||||4|1||1||
4b6b09e6-e1f6-46d8-b16a-d3522c367983|cylindrical grinder operator|0.92|0.88||C8122|Metal finishing, plating and coating machine operators|C812|Metal processing and finishing plant operators|C81|Stationary plant and machine operators|C8|Plant and machine operators and assemblers|4b6b09e6-e1f6-46d8-b16a-d3522c367983|22894|219|1770|7|102|1|526|8488|||||152|9877||373||||||22|41|11|158|4|256|150|173|184|51||329|4b6b09e6-e1f6-46d8-b16a-d3522c367983|19||||||2|2||||2|3||2|1|||1||||||||2||2||2|||4b6b09e6-e1f6-46d8-b16a-d3522c367983|13|1|||1|1||||||3|1||2|1|||||||||||1|1|||1||
4b709f9e-6112-4d58-81b0-2d6e6a69d61b|food technologist|0.017|0.02||C2145|Chemical engineers|C214|Engineering professionals (excluding electrotechnology)|C21|Science and engineering professionals|C2|Professionals||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
4b72d306-9781-434d-8522-1fcaf892cdce|non-vessel operating common carrier|0.99|0.36||C3324|Trade brokers|C332|Sales and purchasing agents and brokers|C33|Business and administration associate professionals|C3|Technicians and associate professionals|4b72d306-9781-434d-8522-1fcaf892cdce|21975|8|12633|22|1040|2|537|89||1||1|81|3427||554|1||183|1|6|109|3||148|5|744|73|2070|35|113|3|86|4b72d306-9781-434d-8522-1fcaf892cdce|262|1|4|15|1||5|14|1|||11|2|34|5|7|1||121||1|3|||4||7|2|20|2|||1|4b72d306-9781-434d-8522-1fcaf892cdce|135||3|8|1||1|2||||16||19|3|2|||59|||||1|||4|3|13||||
4b759f0e-8fec-4cf5-80d4-d112a9fd4e51|oceanographer|0.63|0.36||C2114|Geologists and geophysicists|C211|Physical and earth science professionals|C21|Science and engineering professionals|C2|Professionals||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
4b8dced3-ac9e-445d-8787-e07daf52e295|leather laboratory technician|0.24|0.24||C3116|Chemical engineering technicians|C311|Physical and engineering science technicians|C31|Science and engineering associate professionals|C3|Technicians and associate professionals||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
4bc4170d-f4df-44e4-a3be-394242ae3017|securities trader|0.075|0.05||C3311|Securities and finance dealers and brokers|C331|Financial and mathematical associate professionals|C33|Business and administration associate professionals|C3|Technicians and associate professionals||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
4bdc4e52-1c9c-4d80-898a-18522d905fee|youth offending team worker|0.25|0.04|0|C2635|Social work and counselling professionals|C263|Social and religious professionals|C26|Legal, social and cultural professionals|C2|Professionals||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
4be03a63-0423-4e50-acbf-aec405bb0741|aeronautical information service officer|0.71|0.28||C3154|Air traffic controllers|C315|Ship and aircraft controllers and technicians|C31|Science and engineering associate professionals|C3|Technicians and associate professionals||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
4be368e3-badb-4b9f-9d0a-4d0f7565540a|fire prevention and protection engineer|0.07|0.03||C2149|Engineering professionals not elsewhere classified|C214|Engineering professionals (excluding electrotechnology)|C21|Science and engineering professionals|C2|Professionals||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
4be4ea31-1211-4f0c-82bb-f6fe10791f4d|airport chief executive|0.16|0.09|0|C1120|Managing directors and chief executives|C112|Managing directors and chief executives|C11|Chief executives, senior officials and legislators|C1|Managers||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
4bef1707-a251-427e-9d8b-96595ec38d45|book editor|0.89|0.33|1|C2641|Authors and related writers|C264|Authors, journalists and linguists|C26|Legal, social and cultural professionals|C2|Professionals|4bef1707-a251-427e-9d8b-96595ec38d45|5160|203|546|1|5|2|2|3388|36|1|2|2|13|14||17|2|||||2||22|177|47|56|5|4|594|17||2|4bef1707-a251-427e-9d8b-96595ec38d45|1068|17|40|23|10|4|9|71|3|6|37|167|23|56|33|17|7|1|372||5|7||1|24|6|18|29|16|17|9||40|4bef1707-a251-427e-9d8b-96595ec38d45|386|6|13|5|1|2|5|29|3|2|11|80|5|22|10|5|3||109||2|1|1|1|9||7|10|16|4|6||18
4c313f2a-704e-4d3c-a7c2-98e1b93c9e94|import export manager in office furniture|0.59|0.59|0|C1324|Supply, distribution and related managers|C132|Manufacturing, mining, construction, and distribution managers|C13|Production and specialised services managers|C1|Managers||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
4c40c1e8-0584-4a77-8ca3-ec82538f9488|benefits advice worker|0.25|0.04|0|C2635|Social work and counselling professionals|C263|Social and religious professionals|C26|Legal, social and cultural professionals|C2|Professionals||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
4c6b3657-316e-43b5-872a-ea763411190d|electricity sales representative|0.85|0.39||C3322|Commercial sales representatives|C332|Sales and purchasing agents and brokers|C33|Business and administration associate professionals|C3|Technicians and associate professionals||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
4c715719-3c3f-4058-ba00-9b2ef34848e8|investor relations manager|0.58|0.41||C2412|Financial and investment advisers|C241|Finance professionals|C24|Business and administration professionals|C2|Professionals||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
4c86c7c1-0839-456e-856f-65396d1f39d7|winding machine operator|0.96|0.96||C8151|Fibre preparing, spinning and winding machine operators|C815|Textile, fur and leather products machine operators|C81|Stationary plant and machine operators|C8|Plant and machine operators and assemblers|4c86c7c1-0839-456e-856f-65396d1f39d7|2472|11|652|23|1||63|359||||1|5|596||201|||||||8||301||132|90|17||12|||4c86c7c1-0839-456e-856f-65396d1f39d7|17|||1|||||||1|2|||1||||5||||||||3|1|3|||||4c86c7c1-0839-456e-856f-65396d1f39d7|11||||||||||1|||1|||||3||||||||||6||||
4c89c65c-4e35-44e3-8fa0-5d73e9e15325|family support worker|0.13|0.13||C3412|Social work associate professionals|C341|Legal, social and religious associate professionals|C34|Legal, social, cultural and related associate professionals|C3|Technicians and associate professionals||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
4c9ca706-3973-4926-854d-44011662ca83|fire protection technician|0.96|0.56|1|C3112|Civil engineering technicians|C311|Physical and engineering science technicians|C31|Science and engineering associate professionals|C3|Technicians and associate professionals||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
4ca8ba6c-dc55-40c0-ae6c-d55c94dd2e03|intelligence officer|0.23|0.23||C2422|Policy administration professionals|C242|Administration professionals|C24|Business and administration professionals|C2|Professionals|4ca8ba6c-dc55-40c0-ae6c-d55c94dd2e03|28868|38|1445|111|303||278|5906|2|||16|467|3||25|2|||||4|703|2|671|7666|1967|4|1207|6657|1389||2||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
4cbe5a17-056c-489a-9f10-f9d816905000|street warden|0.95|0.90||C5414|Security guards|C541|Protective services workers|C54|Protective services workers|C5|Service and sales workers||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
4cc98057-8ed5-4b45-855b-7a67bc2e5bae|foreign correspondent|0.11|0.08||C2642|Journalists|C264|Authors, journalists and linguists|C26|Legal, social and cultural professionals|C2|Professionals||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
4cdfac8c-b000-4279-985e-31bc1fbe2447|underground miner|0.96|0.70||C8111|Miners and quarriers|C811|Mining and mineral processing plant operators|C81|Stationary plant and machine operators|C8|Plant and machine operators and assemblers|4cdfac8c-b000-4279-985e-31bc1fbe2447|2774|1|26|14|3||175|116|||||96|241||5||||||||2||21|1126|28|393|54|5|360|108|4cdfac8c-b000-4279-985e-31bc1fbe2447|100|||4|||2|3|1|1|1|16|4|3|10|2|1||13||||1|1|2|1|18|6|6|1|2|1||4cdfac8c-b000-4279-985e-31bc1fbe2447|37||||||1|1||||5|2||4||||4||||||1||12|3|3|||1|
